trade_date,group,group_ret,benchmark
20160201,1.0,-0.000699999999999981,0.16908600000000001
20160201,3.0,-0.042499999999999996,0.16908600000000001
20160201,5.0,0.10669999999999999,0.16908600000000001
20160201,8.0,0.5013,0.16908600000000001
20160201,10.0,0.3992,0.16908600000000001
20160215,1.0,0.024800000000000006,0.16908600000000001
20160215,5.0,0.0631,0.16908600000000001
20160215,10.0,0.01670000000000001,0.16908600000000001
20160222,1.0,0.11599999999999999,0.16908600000000001
20160222,2.0,0.03499999999999999,0.16908600000000001
20160222,3.0,-0.004399999999999994,0.16908600000000001
20160222,4.0,0.11510000000000001,0.16908600000000001
20160222,5.0,0.1905,0.16908600000000001
20160222,6.0,-0.006299999999999984,0.16908600000000001
20160222,7.0,0.03999999999999999,0.16908600000000001
20160222,8.0,0.10140000000000002,0.16908600000000001
20160222,9.0,0.1,0.16908600000000001
20160222,10.0,0.028500000000000004,0.16908600000000001
20160229,1.0,0.17795384615384616,0.16908600000000001
20160229,2.0,0.21478076923076922,0.16908600000000001
20160229,3.0,0.19490384615384615,0.16908600000000001
20160229,4.0,0.20212307692307693,0.16908600000000001
20160229,5.0,0.17625384615384615,0.16908600000000001
20160229,6.0,0.17542941176470586,0.16908600000000001
20160229,7.0,0.1923730769230769,0.16908600000000001
20160229,8.0,0.1924,0.16908600000000001
20160229,9.0,0.20572115384615383,0.16908600000000001
20160229,10.0,0.15791153846153844,0.16908600000000001
20160314,1.0,0.060399999999999995,-0.015794000000000006
20160314,2.0,0.15510000000000002,-0.015794000000000006
20160314,3.0,0.0719,-0.015794000000000006
20160314,4.0,0.15030000000000002,-0.015794000000000006
20160314,5.0,-0.021800000000000035,-0.015794000000000006
20160314,6.0,-0.031999999999999994,-0.015794000000000006
20160314,7.0,0.19990000000000002,-0.015794000000000006
20160314,8.0,0.04139999999999999,-0.015794000000000006
20160314,9.0,0.1704,-0.015794000000000006
20160314,10.0,0.19279999999999997,-0.015794000000000006
20160321,1.0,-0.2563,-0.015794000000000006
20160321,2.0,-0.03450000000000002,-0.015794000000000006
20160321,3.0,-0.04150000000000001,-0.015794000000000006
20160321,4.0,-0.18180000000000002,-0.015794000000000006
20160321,5.0,-0.042400000000000014,-0.015794000000000006
20160321,6.0,0.1463,-0.015794000000000006
20160321,7.0,0.1146,-0.015794000000000006
20160321,8.0,0.12730000000000002,-0.015794000000000006
20160321,9.0,0.06040000000000001,-0.015794000000000006
20160321,10.0,0.18140000000000003,-0.015794000000000006
20160328,1.0,-0.010349056603773587,-0.015794000000000006
20160328,2.0,-0.03591923076923077,-0.015794000000000006
20160328,3.0,-0.014463461538461538,-0.015794000000000006
20160328,4.0,-0.0010384615384615378,-0.015794000000000006
20160328,5.0,0.02485576923076923,-0.015794000000000006
20160328,6.0,-0.02063076923076923,-0.015794000000000006
20160328,7.0,-0.019463461538461537,-0.015794000000000006
20160328,8.0,0.03420576923076923,-0.015794000000000006
20160328,9.0,-0.016,-0.015794000000000006
20160328,10.0,-0.02581346153846154,-0.015794000000000006
20160411,1.0,0.0658,-0.0071299999999999905
20160411,3.0,-0.1633,-0.0071299999999999905
20160411,5.0,0.01680000000000002,-0.0071299999999999905
20160411,8.0,0.2258,-0.0071299999999999905
20160411,10.0,0.012900000000000002,-0.0071299999999999905
20160418,1.0,-0.015700000000000006,-0.0071299999999999905
20160418,3.0,-0.00350000000000001,-0.0071299999999999905
20160418,5.0,-0.021099999999999994,-0.0071299999999999905
20160418,8.0,-0.15330000000000002,-0.0071299999999999905
20160418,10.0,0.03240000000000001,-0.0071299999999999905
20160425,1.0,0.00898301886792453,-0.0071299999999999905
20160425,2.0,0.01485,-0.0071299999999999905
20160425,3.0,0.00941132075471698,-0.0071299999999999905
20160425,4.0,-0.006173076923076921,-0.0071299999999999905
20160425,5.0,0.04175094339622642,-0.0071299999999999905
20160425,6.0,0.012271153846153847,-0.0071299999999999905
20160425,7.0,0.003234615384615385,-0.0071299999999999905
20160425,8.0,0.006052830188679244,-0.0071299999999999905
20160425,9.0,-0.007911538461538461,-0.0071299999999999905
20160425,10.0,-0.03341509433962264,-0.0071299999999999905
20160509,1.0,-0.007899999999999999,0.067091
20160509,5.0,0.05200000000000001,0.067091
20160509,10.0,0.2659,0.067091
20160516,1.0,-0.11839999999999999,0.067091
20160516,2.0,0.18430000000000002,0.067091
20160516,4.0,-0.008499999999999999,0.067091
20160516,5.0,0.27909999999999996,0.067091
20160516,7.0,0.2521,0.067091
20160516,9.0,0.14930000000000002,0.067091
20160516,10.0,0.2,0.067091
20160523,1.0,0.37520000000000003,0.067091
20160523,3.0,0.1001,0.067091
20160523,5.0,-0.008700000000000003,0.067091
20160523,8.0,0.1689,0.067091
20160523,10.0,0.040299999999999996,0.067091
20160530,1.0,0.0820754716981132,0.067091
20160530,2.0,0.078225,0.067091
20160530,3.0,0.05365961538461539,0.067091
20160530,4.0,0.0664673076923077,0.067091
20160530,5.0,0.059046153846153845,0.067091
20160530,6.0,0.0741076923076923,0.067091
20160530,7.0,0.07109038461538461,0.067091
20160530,8.0,0.04446153846153847,0.067091
20160530,9.0,0.0566,0.067091
20160530,10.0,0.07981509433962264,0.067091
20160606,1.0,-0.1634,-0.026152000000000005
20160606,10.0,-0.1624,-0.026152000000000005
20160613,1.0,0.144,-0.026152000000000005
20160613,5.0,0.2445,-0.026152000000000005
20160613,10.0,0.1387,-0.026152000000000005
20160620,1.0,0.24509999999999998,-0.026152000000000005
20160620,5.0,0.079,-0.026152000000000005
20160620,10.0,-0.032,-0.026152000000000005
20160627,1.0,-0.03573584905660377,-0.026152000000000005
20160627,2.0,-0.0036962264150943403,-0.026152000000000005
20160627,3.0,0.013296153846153845,-0.026152000000000005
20160627,4.0,0.01307735849056604,-0.026152000000000005
20160627,5.0,0.011856603773584905,-0.026152000000000005
20160627,6.0,0.022675,-0.026152000000000005
20160627,7.0,-0.00727924528301887,-0.026152000000000005
20160627,8.0,-0.007876923076923078,-0.026152000000000005
20160627,9.0,-0.026913207547169814,-0.026152000000000005
20160627,10.0,-0.04644339622641509,-0.026152000000000005
20160704,1.0,0.41809999999999997,0.03987
20160704,5.0,0.21350000000000002,0.03987
20160704,10.0,0.028899999999999988,0.03987
20160711,1.0,-0.13859999999999997,0.03987
20160711,10.0,0.1399,0.03987
20160718,1.0,-0.2295,0.03987
20160718,2.0,0.2454,0.03987
20160718,4.0,0.0866,0.03987
20160718,5.0,0.0241,0.03987
20160718,7.0,0.016999999999999994,0.03987
20160718,9.0,-0.020500000000000004,0.03987
20160718,10.0,0.1353,0.03987
20160725,1.0,0.040241509433962264,0.03987
20160725,2.0,0.05985384615384615,0.03987
20160725,3.0,0.05467358490566038,0.03987
20160725,4.0,0.036557692307692305,0.03987
20160725,5.0,0.055650943396226414,0.03987
20160725,6.0,0.03405384615384615,0.03987
20160725,7.0,0.06722307692307693,0.03987
20160725,8.0,0.0340811320754717,0.03987
20160725,9.0,0.019378846153846156,0.03987
20160725,10.0,0.038118867924528295,0.03987
20160815,1.0,-0.0914,-0.019118000000000003
20160815,3.0,0.1042,-0.019118000000000003
20160815,5.0,-0.0007000000000000027,-0.019118000000000003
20160815,8.0,0.0483,-0.019118000000000003
20160815,10.0,0.014699999999999998,-0.019118000000000003
20160822,1.0,0.27140000000000003,-0.019118000000000003
20160822,2.0,-0.07089999999999999,-0.019118000000000003
20160822,4.0,0.09050000000000001,-0.019118000000000003
20160822,5.0,-0.08349999999999999,-0.019118000000000003
20160822,7.0,-0.0713,-0.019118000000000003
20160822,9.0,-0.1577,-0.019118000000000003
20160822,10.0,0.048299999999999996,-0.019118000000000003
20160829,1.0,-0.03824444444444444,-0.019118000000000003
20160829,2.0,-0.022030188679245284,-0.019118000000000003
20160829,3.0,-0.017249056603773585,-0.019118000000000003
20160829,4.0,-0.01866851851851852,-0.019118000000000003
20160829,5.0,-0.008047169811320755,-0.019118000000000003
20160829,6.0,-0.018828301886792454,-0.019118000000000003
20160829,7.0,-0.0014111111111111112,-0.019118000000000003
20160829,8.0,-0.013550943396226416,-0.019118000000000003
20160829,9.0,-0.013737735849056605,-0.019118000000000003
20160829,10.0,-0.02407037037037037,-0.019118000000000003
20160905,1.0,-0.1089,0.028908000000000003
20160905,2.0,-0.012999999999999994,0.028908000000000003
20160905,4.0,0.1905,0.028908000000000003
20160905,6.0,0.229,0.028908000000000003
20160905,8.0,-0.023400000000000004,0.028908000000000003
20160905,10.0,-0.0332,0.028908000000000003
20160912,1.0,-0.632576,0.028908000000000003
20160912,5.0,-0.006699999999999994,0.028908000000000003
20160912,10.0,-0.22806,0.028908000000000003
20160919,1.0,-0.02899999999999999,0.028908000000000003
20160919,2.0,-0.010200000000000004,0.028908000000000003
20160919,3.0,0.016600000000000004,0.028908000000000003
20160919,5.0,0.05439999999999999,0.028908000000000003
20160919,6.0,0.061,0.028908000000000003
20160919,8.0,-0.11309999999999999,0.028908000000000003
20160919,9.0,-0.049900000000000014,0.028908000000000003
20160919,10.0,0.06709999999999999,0.028908000000000003
20160926,1.0,0.046705555555555556,0.028908000000000003
20160926,2.0,0.02046111111111111,0.028908000000000003
20160926,3.0,0.03332264150943396,0.028908000000000003
20160926,4.0,0.045224074074074076,0.028908000000000003
20160926,5.0,0.029324528301886792,0.028908000000000003
20160926,6.0,0.035524074074074076,0.028908000000000003
20160926,7.0,0.02942264150943396,0.028908000000000003
20160926,8.0,0.03325555555555556,0.028908000000000003
20160926,9.0,0.0221188679245283,0.028908000000000003
20160926,10.0,0.05237407407407407,0.028908000000000003
20161017,1.0,-0.09259999999999999,0.012075
20161017,5.0,0.09659999999999999,0.012075
20161017,10.0,-0.04000000000000001,0.012075
20161024,1.0,0.5603,0.012075
20161024,3.0,0.00019999999999999185,0.012075
20161024,5.0,0.06970000000000001,0.012075
20161024,8.0,0.0539,0.012075
20161024,10.0,-0.0017999999999999995,0.012075
20161031,1.0,0.058092727272727275,0.012075
20161031,2.0,0.01580925925925926,0.012075
20161031,3.0,0.04028703703703704,0.012075
20161031,4.0,0.024494545454545453,0.012075
20161031,5.0,0.02747037037037037,0.012075
20161031,6.0,0.014944444444444442,0.012075
20161031,7.0,0.04232909090909091,0.012075
20161031,8.0,0.016411111111111112,0.012075
20161031,9.0,0.02726296296296296,0.012075
20161031,10.0,-0.013692727272727273,0.012075
20161107,1.0,0.1744,-0.057821
20161107,2.0,0.028999999999999995,-0.057821
20161107,4.0,-0.3742,-0.057821
20161107,6.0,0.03510000000000002,-0.057821
20161107,8.0,-0.1074,-0.057821
20161107,10.0,0.10980000000000002,-0.057821
20161114,1.0,-0.029900000000000006,-0.057821
20161114,2.0,-0.1325,-0.057821
20161114,3.0,-0.19499999999999998,-0.057821
20161114,4.0,-0.01749999999999999,-0.057821
20161114,5.0,-0.10759999999999999,-0.057821
20161114,7.0,-0.11199999999999999,-0.057821
20161114,8.0,-0.193,-0.057821
20161114,9.0,-0.0715,-0.057821
20161114,10.0,-0.0235,-0.057821
20161121,1.0,0.1324,-0.057821
20161121,2.0,0.018600000000000005,-0.057821
20161121,3.0,0.04260000000000001,-0.057821
20161121,5.0,-0.2895,-0.057821
20161121,6.0,-0.0895,-0.057821
20161121,8.0,-0.1696,-0.057821
20161121,9.0,-0.09759999999999999,-0.057821
20161121,10.0,-0.1099,-0.057821
20161128,1.0,-0.05595740740740741,-0.057821
20161128,2.0,-0.06161111111111111,-0.057821
20161128,3.0,-0.05347547169811321,-0.057821
20161128,4.0,-0.08249074074074075,-0.057821
20161128,5.0,-0.04785925925925926,-0.057821
20161128,6.0,-0.05016603773584905,-0.057821
20161128,7.0,-0.06275555555555555,-0.057821
20161128,8.0,-0.05485094339622642,-0.057821
20161128,9.0,-0.0446462962962963,-0.057821
20161128,10.0,-0.03213888888888889,-0.057821
20161205,1.0,-0.0998,-0.032439
20161205,10.0,-0.2092,-0.032439
20161212,1.0,-0.2138,-0.032439
20161212,5.0,-0.0499,-0.032439
20161212,10.0,0.05999999999999999,-0.032439
20161219,1.0,-0.02520000000000001,-0.032439
20161219,5.0,-0.0103,-0.032439
20161219,10.0,-0.07370000000000002,-0.032439
20161226,1.0,0.019660714285714285,-0.032439
20161226,2.0,-0.025948214285714286,-0.032439
20161226,3.0,-0.007436363636363637,-0.032439
20161226,4.0,-0.0178625,-0.032439
20161226,5.0,-0.015201785714285715,-0.032439
20161226,6.0,-0.02592,-0.032439
20161226,7.0,-0.03175178571428571,-0.032439
20161226,8.0,-0.01120909090909091,-0.032439
20161226,9.0,-0.011287499999999997,-0.032439
20161226,10.0,-0.025337500000000002,-0.032439
20170109,1.0,0.19609999999999997,0.036565
20170109,2.0,0.1366,0.036565
20170109,4.0,0.005100000000000002,0.036565
20170109,6.0,0.012899999999999993,0.036565
20170109,8.0,0.2471,0.036565
20170109,10.0,-0.028200000000000006,0.036565
20170116,1.0,0.18689999999999998,0.036565
20170116,3.0,-0.049200000000000015,0.036565
20170116,5.0,0.3516,0.036565
20170116,8.0,0.081,0.036565
20170116,10.0,-0.0764,0.036565
20170123,1.0,0.12713859649122808,0.036565
20170123,2.0,0.08005535714285715,0.036565
20170123,3.0,0.045583928571428574,0.036565
20170123,4.0,0.045701785714285716,0.036565
20170123,5.0,0.046898214285714286,0.036565
20170123,6.0,0.03742678571428571,0.036565
20170123,7.0,0.04589642857142857,0.036565
20170123,8.0,0.04497321428571428,0.036565
20170123,9.0,0.047276785714285716,0.036565
20170123,10.0,0.047508771929824556,0.036565
20170206,1.0,-0.1081,-0.019531999999999997
20170206,10.0,-0.17880000000000001,-0.019531999999999997
20170213,1.0,0.045899999999999996,-0.019531999999999997
20170213,5.0,0.0019000000000000041,-0.019531999999999997
20170213,10.0,-0.2615,-0.019531999999999997
20170220,1.0,-0.07170000000000001,-0.019531999999999997
20170220,4.0,-0.04170000000000001,-0.019531999999999997
20170220,7.0,0.2194,-0.019531999999999997
20170220,10.0,-0.1095,-0.019531999999999997
20170227,1.0,0.0153551724137931,-0.019531999999999997
20170227,2.0,-0.02875614035087719,-0.019531999999999997
20170227,3.0,-0.011756896551724138,-0.019531999999999997
20170227,4.0,-0.025189473684210525,-0.019531999999999997
20170227,5.0,-0.04465,-0.019531999999999997
20170227,6.0,-0.015266666666666666,-0.019531999999999997
20170227,7.0,-0.01764385964912281,-0.019531999999999997
20170227,8.0,-0.015481034482758622,-0.019531999999999997
20170227,9.0,-0.010142105263157895,-0.019531999999999997
20170227,10.0,0.0068120689655172435,-0.019531999999999997
20170313,1.0,-0.40780000000000005,-0.060159000000000004
20170313,5.0,-0.21960000000000002,-0.060159000000000004
20170313,10.0,0.0641,-0.060159000000000004
20170320,1.0,-0.1053,-0.060159000000000004
20170320,5.0,-0.0999,-0.060159000000000004
20170320,10.0,-0.1053,-0.060159000000000004
20170327,1.0,-0.0700406779661017,-0.060159000000000004
20170327,2.0,-0.07424137931034483,-0.060159000000000004
20170327,3.0,-0.04086379310344828,-0.060159000000000004
20170327,4.0,-0.046501724137931036,-0.060159000000000004
20170327,5.0,-0.02279310344827586,-0.060159000000000004
20170327,6.0,-0.06508793103448277,-0.060159000000000004
20170327,7.0,-0.04825689655172414,-0.060159000000000004
20170327,8.0,-0.043205172413793104,-0.060159000000000004
20170327,9.0,-0.054434482758620686,-0.060159000000000004
20170327,10.0,-0.052361016949152545,-0.060159000000000004
20170410,1.0,-0.1381,-0.08212900000000001
20170410,2.0,-0.1116,-0.08212900000000001
20170410,4.0,-0.2226,-0.08212900000000001
20170410,6.0,-0.04180000000000002,-0.08212900000000001
20170410,8.0,-0.2775,-0.08212900000000001
20170410,10.0,-0.10570000000000002,-0.08212900000000001
20170417,1.0,-0.21230000000000002,-0.08212900000000001
20170417,2.0,-0.0812,-0.08212900000000001
20170417,3.0,-0.1579,-0.08212900000000001
20170417,5.0,0.008600000000000003,-0.08212900000000001
20170417,6.0,-0.04920000000000001,-0.08212900000000001
20170417,8.0,-0.1382,-0.08212900000000001
20170417,9.0,0.03610000000000001,-0.08212900000000001
20170417,10.0,-0.1238,-0.08212900000000001
20170424,1.0,-0.08221525423728814,-0.08212900000000001
20170424,2.0,-0.1065949152542373,-0.08212900000000001
20170424,3.0,-0.08577931034482758,-0.08212900000000001
20170424,4.0,-0.10337222033898305,-0.08212900000000001
20170424,5.0,-0.07968793103448277,-0.08212900000000001
20170424,6.0,-0.08027966101694915,-0.08212900000000001
20170424,7.0,-0.08275517241379311,-0.08212900000000001
20170424,8.0,-0.07187966101694915,-0.08212900000000001
20170424,9.0,-0.06746551724137931,-0.08212900000000001
20170424,10.0,-0.0881406779661017,-0.08212900000000001
20170508,1.0,-0.0488,0.03575999999999999
20170508,3.0,-0.023600000000000006,0.03575999999999999
20170508,5.0,0.1571,0.03575999999999999
20170508,8.0,0.5801000000000001,0.03575999999999999
20170508,10.0,0.10540000000000001,0.03575999999999999
20170515,1.0,-0.1163,0.03575999999999999
20170515,5.0,0.16240000000000002,0.03575999999999999
20170515,10.0,0.2012,0.03575999999999999
20170522,1.0,0.03256666666666667,0.03575999999999999
20170522,2.0,0.04997457627118644,0.03575999999999999
20170522,3.0,0.054577966101694915,0.03575999999999999
20170522,4.0,0.046658333333333336,0.03575999999999999
20170522,5.0,0.034747457627118644,0.03575999999999999
20170522,6.0,0.058408474576271185,0.03575999999999999
20170522,7.0,0.049523333333333336,0.03575999999999999
20170522,8.0,0.05622033898305085,0.03575999999999999
20170522,9.0,0.05400677966101695,0.03575999999999999
20170522,10.0,0.027926666666666666,0.03575999999999999
20170605,1.0,-0.1756,-0.0009319999999999971
20170605,5.0,-0.6459,-0.0009319999999999971
20170605,10.0,0.1005,-0.0009319999999999971
20170619,1.0,0.0601,-0.0009319999999999971
20170619,2.0,-0.0932,-0.0009319999999999971
20170619,4.0,-0.08050000000000002,-0.0009319999999999971
20170619,6.0,-0.11729999999999999,-0.0009319999999999971
20170619,8.0,-0.06840000000000002,-0.0009319999999999971
20170619,10.0,0.003299999999999994,-0.0009319999999999971
20170626,1.0,-0.005379999999999999,-0.0009319999999999971
20170626,2.0,0.04140833333333334,-0.0009319999999999971
20170626,3.0,0.03069833333333333,-0.0009319999999999971
20170626,4.0,-0.00012166666666666564,-0.0009319999999999971
20170626,5.0,-0.005013333333333334,-0.0009319999999999971
20170626,6.0,-0.0019016949152542352,-0.0009319999999999971
20170626,7.0,0.02016333333333333,-0.0009319999999999971
20170626,8.0,-0.0037216666666666674,-0.0009319999999999971
20170626,9.0,-0.005916666666666666,-0.0009319999999999971
20170626,10.0,0.014000000000000002,-0.0009319999999999971
20170703,1.0,-0.1145,0.031796
20170703,5.0,-0.3406,0.031796
20170703,10.0,0.010599999999999995,0.031796
20170710,1.0,0.04870000000000001,0.031796
20170710,5.0,0.04029999999999999,0.031796
20170710,10.0,0.2884,0.031796
20170717,1.0,0.1686,0.031796
20170717,3.0,-0.125,0.031796
20170717,5.0,0.016100000000000003,0.031796
20170717,8.0,0.0036000000000000008,0.031796
20170717,10.0,-0.17179999999999998,0.031796
20170724,1.0,0.04880000000000001,0.031796
20170724,4.0,-0.3658,0.031796
20170724,7.0,0.2715,0.031796
20170724,10.0,0.1079,0.031796
20170731,1.0,0.14215333333333333,0.031796
20170731,2.0,0.03993,0.031796
20170731,3.0,0.037325000000000004,0.031796
20170731,4.0,0.05006833333333334,0.031796
20170731,5.0,0.029266666666666667,0.031796
20170731,6.0,0.05838666666666667,0.031796
20170731,7.0,0.02285833333333333,0.031796
20170731,8.0,0.049041666666666664,0.031796
20170731,9.0,0.03154166666666667,0.031796
20170731,10.0,0.03326,0.031796
20170807,1.0,-0.2519,0.021500999999999992
20170807,10.0,0.19990000000000002,0.021500999999999992
20170814,1.0,0.0483,0.021500999999999992
20170814,10.0,-0.2597,0.021500999999999992
20170821,1.0,0.2016,0.021500999999999992
20170821,4.0,-0.20360000000000003,0.021500999999999992
20170821,7.0,0.22469999999999998,0.021500999999999992
20170821,10.0,-0.36125100000000004,0.021500999999999992
20170828,1.0,0.05294677419354839,0.021500999999999992
20170828,2.0,0.02874262295081967,0.021500999999999992
20170828,3.0,0.032100000000000004,0.021500999999999992
20170828,4.0,0.022422950819672133,0.021500999999999992
20170828,5.0,-0.000854098360655736,0.021500999999999992
20170828,6.0,-0.000549180327868852,0.021500999999999992
20170828,7.0,0.014281967213114756,0.021500999999999992
20170828,8.0,0.010186885245901639,0.021500999999999992
20170828,9.0,0.02269344262295082,0.021500999999999992
20170828,10.0,0.018777049180327868,0.021500999999999992
20170904,1.0,-0.2298,-0.026366
20170904,4.0,-0.011799999999999993,-0.026366
20170904,7.0,-0.1971,-0.026366
20170904,10.0,-0.1122,-0.026366
20170911,1.0,-0.0197,-0.026366
20170911,5.0,-0.1125,-0.026366
20170911,10.0,-0.0998,-0.026366
20170918,1.0,-0.22780000000000003,-0.026366
20170918,2.0,0.08910000000000001,-0.026366
20170918,4.0,-0.049800000000000004,-0.026366
20170918,6.0,0.1374,-0.026366
20170918,8.0,-0.0759,-0.026366
20170918,10.0,0.0013000000000000034,-0.026366
20170925,1.0,-0.0026322580645161287,-0.026366
20170925,2.0,-0.04114516129032258,-0.026366
20170925,3.0,-0.04979677419354839,-0.026366
20170925,4.0,-0.020056451612903228,-0.026366
20170925,5.0,-0.009996774193548386,-0.026366
20170925,6.0,-0.011588709677419356,-0.026366
20170925,7.0,-0.019688709677419355,-0.026366
20170925,8.0,-0.025416129032258063,-0.026366
20170925,9.0,-0.022416129032258064,-0.026366
20170925,10.0,-0.03173064516129032,-0.026366
20171009,1.0,-0.1677,-0.063312
20171009,10.0,-0.0758,-0.063312
20171016,1.0,-0.0675,-0.063312
20171016,10.0,-0.0817,-0.063312
20171023,1.0,-0.23890000000000003,-0.063312
20171023,3.0,-0.10949999999999999,-0.063312
20171023,5.0,-0.0999,-0.063312
20171023,8.0,0.058899999999999994,-0.063312
20171023,10.0,-0.2737,-0.063312
20171030,1.0,-0.07366349206349207,-0.063312
20171030,2.0,-0.06471129032258065,-0.063312
20171030,3.0,-0.041353968253968254,-0.063312
20171030,4.0,-0.07525967741935484,-0.063312
20171030,5.0,-0.05934285714285714,-0.063312
20171030,6.0,-0.08573548387096774,-0.063312
20171030,7.0,-0.05074838709677419,-0.063312
20171030,8.0,-0.04632063492063492,-0.063312
20171030,9.0,-0.0483,-0.063312
20171030,10.0,-0.06771904761904762,-0.063312
20171120,1.0,0.0618,-0.018284
20171120,2.0,-0.06270000000000002,-0.018284
20171120,4.0,-0.12100000000000002,-0.018284
20171120,5.0,-0.026399999999999993,-0.018284
20171120,7.0,-0.08819999999999999,-0.018284
20171120,9.0,-0.15209999999999999,-0.018284
20171120,10.0,0.05050000000000002,-0.018284
20171127,1.0,-0.007179687499999999,-0.018284
20171127,2.0,-0.01338095238095238,-0.018284
20171127,3.0,-0.017458730158730156,-0.018284
20171127,4.0,-0.014262499999999997,-0.018284
20171127,5.0,-0.014460317460317462,-0.018284
20171127,6.0,-0.01652539682539683,-0.018284
20171127,7.0,-0.0188875,-0.018284
20171127,8.0,-0.016271428571428572,-0.018284
20171127,9.0,0.0017619047619047603,-0.018284
20171127,10.0,0.0019796874999999975,-0.018284
20171211,1.0,-0.023300000000000015,-0.031772
20171211,5.0,-0.1391,-0.031772
20171211,10.0,-0.0173,-0.031772
20171218,1.0,0.0947,-0.031772
20171218,4.0,-0.0865,-0.031772
20171218,7.0,-0.08310000000000001,-0.031772
20171218,10.0,0.0385,-0.031772
20171225,1.0,-0.06690625,-0.031772
20171225,2.0,-0.031375,-0.031772
20171225,3.0,-0.025496875000000002,-0.031772
20171225,4.0,-0.0254234375,-0.031772
20171225,5.0,-0.008884375,-0.031772
20171225,6.0,-0.0206671875,-0.031772
20171225,7.0,-0.014090625000000002,-0.031772
20171225,8.0,-0.0202203125,-0.031772
20171225,9.0,-0.00883125,-0.031772
20171225,10.0,-0.024240625,-0.031772
20180115,1.0,0.3112,-0.030565
20180115,3.0,0.2314,-0.030565
20180115,5.0,-0.036899999999999995,-0.030565
20180115,8.0,-0.1689,-0.030565
20180115,10.0,-0.1153,-0.030565
20180122,1.0,-0.09669999999999998,-0.030565
20180122,2.0,-0.06190000000000001,-0.030565
20180122,3.0,-0.1535,-0.030565
20180122,4.0,-0.0556,-0.030565
20180122,5.0,-0.0829,-0.030565
20180122,7.0,-0.0652,-0.030565
20180122,8.0,-0.026099999999999998,-0.030565
20180122,9.0,-0.04479999999999999,-0.030565
20180122,10.0,0.13790000000000005,-0.030565
20180129,1.0,0.0036109375000000004,-0.030565
20180129,2.0,-0.031253125,-0.030565
20180129,3.0,-0.027965625,-0.030565
20180129,4.0,-0.033878125,-0.030565
20180129,5.0,-0.0353546875,-0.030565
20180129,6.0,-0.034447619047619046,-0.030565
20180129,7.0,-0.014542187499999998,-0.030565
20180129,8.0,-0.040646875,-0.030565
20180129,9.0,-0.035750937499999996,-0.030565
20180129,10.0,-0.012049999999999998,-0.030565
20180226,1.0,0.10544307692307692,0.037892999999999996
20180226,2.0,0.059309375,0.037892999999999996
20180226,3.0,0.039340625000000004,0.037892999999999996
20180226,4.0,0.04959375,0.037892999999999996
20180226,5.0,0.0448390625,0.037892999999999996
20180226,6.0,0.025328125,0.037892999999999996
20180226,7.0,0.0570578125,0.037892999999999996
20180226,8.0,0.061828125,0.037892999999999996
20180226,9.0,0.05490625,0.037892999999999996
20180226,10.0,0.049120000000000004,0.037892999999999996
20180319,1.0,-0.057200000000000015,-0.041104
20180319,3.0,-0.10039999999999999,-0.041104
